sentence,pred_sentence,pred_sentence_tok,sentence_tok
มันน่าจะดีที่จะโฆษณาสำหรับมัน,มันน่าจะดีที่จะโฆษณาสำหรับมัน,มัน น่าจะ ดี ที่จะ โฆษณา สำหรับ มัน,มัน น่าจะ ดี ที่จะ โฆษณา สำหรับ มัน
หมาป่าเลยถอดใจไปกินหนูน้อยหมวกแดงก็ได้,มาตราเลยถอดใจไปกินนู้นหมวกแดงก็ได้,มาตรา เลย ถอดใจ ไป กิน นู้น หมวก แดง ก็ได้,หมาป่า เลย ถอดใจ ไป กิน หนู น้อย หมวก แดง ก็ได้
เห็ดตับเต่าขาว,เห็นตับเต่าขาว,เห็น ตับเต่าขาว,เห็ดตับเต่าขาว
ช็อกเลยมาจนถึงเคาน์เตอร์แล้วอะจะมาดรอปเป๋า,ช็อคเลยมาจนถึงเคาท์เตอร์แล้ววจะมาดอกเป่า,ช็อค เลย มา จนถึง เคา ท์ เต อร ์ แล้ว วจะ มา ดอก เป่า,ช็อก เลย มา จนถึง เคาน์เตอร์ แล้ว อะ จะ มา ดร อป เป๋า
ธงสีแดงน้ำเงินและเหลือง,ธงสีแดงน้ำเงินและเหลือง,ธง สีแดง น้ำเงิน และ เหลือง,ธง สีแดง น้ำเงิน และ เหลือง
สถานที่ประกอบการ,สถานที่ประกอบการ,สถานที่ประกอบการ,สถานที่ประกอบการ
เขียวหัวจิ้งจก,เขียวหัวจิ้งจก,เขียวหัวจิ้งจก,เขียวหัวจิ้งจก
หนักมาก,หนักมาก,หนัก มาก,หนัก มาก
สังคมที่สอดคล้องกับความต้องการของประชาชน,สังคมที่สอดคล้องกับความต้องการของประชาชน,สังคม ที่ สอดคล้อง กับ ความต้องการ ของ ประชาชน,สังคม ที่ สอดคล้อง กับ ความต้องการ ของ ประชาชน
ฮาร์ดดิสก์หยุดทำงาน,ฮาร์ดดิสก์หยุดทำงาน,ฮาร์ดดิสก์ หยุด ทำงาน,ฮาร์ดดิสก์ หยุด ทำงาน
สอดคล้องกับภูมิศาสตร์ทรัพยากรในพื้นที่,สอดคล้องกับภูมิยุทธศาสตร์ทรัพยากรในพื้นที่,สอดคล้อง กับ ภูมิ ยุทธศาสตร์ ทรัพยากร ใน พื้นที่,สอดคล้อง กับ ภูมิศาสตร์ ทรัพยากร ใน พื้นที่
ซัลเฟอร์ไดออกไซด์,SULFURDIOXIDE,SULFURDIOXIDE,ซัลเฟอร์ไดออกไซด์
มากมายก่ายกอง,มากมายก่ายกอง,มากมายก่ายกอง,มากมายก่ายกอง
ถึงชีพิตักษัย,ถึงชี้ตักใส่,ถึง ชี้ ตัก ใส่,ถึงชีพิตักษัย
พยอมหนูสูงเนิน,พะยอมหนูสูงเนิน,พะยอม หนู สูง เนิน,พยอม หนู สูง เนิน
