sentence,pred_sentence_tok
ผู้หญิงส่วนใหญ่แทนตัวเองว่าหนู,ผู้หญิง ส่วนใหญ่ แทน ตัวเอง ว่า หนู
และพื้นที่ต่อเนื่อง,และ พื้นที่ ต่อเนื่อง
สุดรักซาตาน ชาตบุษย์,สุดรัก ซาตาน   ชาตบุษย์
การเปลี่ยนตัว,การ เปลี่ยนตัว
สานปลาตะเพียนให้ลูกเล่น ไม่นิยมสานปลาชนิดอื่น,ศาล ปลา ตะเพียน ให้ ลูกเล่น   ไม่ นิยม สาล ปลา ชนิด อื่น
พรรครักษ์ผืนป่าประเทศไทย,พรรค รัก ผืน ป่า ประเทศ ไทย
เด็กในอุปการะ,เด็ก มี อุปการะ
โต๊ะเขียนหนังสือ,โต๊ะเขียนหนังสือ
พื้นที่สาธารณะมีน้อยอยู่แล้ว,พื้น ที่สาธารณะ มี น้อย อยู่แล้ว
นิติศาสตรมหาบัณฑิต,นิติศาสตร์ มหาบัณฑิต
โดยเฉพาะการปรับเปลี่ยนกระบวนการทางความคิด,โดยเฉพาะ การ ปรับเปลี่ยน กระบวนการ ทาง ความคิด
ธนาคารแหลมทอง,ธนาคาร แหลม ทอง
เข้าท่าเข้าทาง,เข้าท่าเข้าทาง
วันมหาสงกรานต์,วันมหาสงกรานต์
คิดเงินเชิญด้านหน้าได้เลย,คิดเงิน เชิญ ด้านหน้า ได้ เลย
แคมบิดแล้ว,แคม บิด แล้ว
มะเลอเตอเป๋อเปื้อนเที่ยวเชือนแช,มะเลอ เตอ เป๋อเปื้อน เที่ยว เชือน แช
มันอาจจะเกิดขึ้นกับฉันที่อาจจะต้องเป็นนักบัญชี,มัน อาจจะ เกิด ขึ้นกับ ฉัน ที่ อาจจะ ต้อง เป็น นัก บัญชี
สงครามดอกรัก โสภาค สุวรรณ,สงคราม ดอกรัก   โส ภาค   สุวรรณ
ลืมใส่หน้ากาก,ลืม ใส่หน้ากาก
เขตบางกะปิ กรุงเทพมหานคร,เขต บาง กปิ   กรุงเทพมหานคร
วิธีพิจารณาคดีพาณิชย์,วิธี พิจารณา คดี พาณิชย์
เลื้อยบ่ทำเดโช แช่มช้า,เลื้อย บ่ทำ เดโช   แช่ม ช้า
ทุนการศึกษาด้านประชาธิปไตยกับปัญญาประดิษฐ์,ทุนการศึกษา ด้าน ประชาธิปไตย กับ ปัญญาประดิษฐ์
